condition,seed,epoch,batch_index,num_batches,global_step,train_loss
random_init,1,1,1,63,0,2.562593460083008
random_init,1,1,2,63,1,5.336548805236816
random_init,1,1,3,63,2,5.82125997543335
random_init,1,1,4,63,3,12.640434265136719
random_init,1,1,5,63,4,11.02513313293457
random_init,1,1,6,63,5,10.423768997192383
random_init,1,1,7,63,6,19.941265106201172
random_init,1,1,8,63,7,10.153297424316406
random_init,1,1,9,63,8,19.774131774902344
random_init,1,1,10,63,9,15.148238182067871
random_init,1,1,11,63,10,13.120006561279297
random_init,1,1,12,63,11,8.3912353515625
random_init,1,1,13,63,12,4.326132774353027
random_init,1,1,14,63,13,2.7414331436157227
random_init,1,1,15,63,14,4.824933052062988
random_init,1,1,16,63,15,3.0174427032470703
random_init,1,1,17,63,16,4.532461643218994
random_init,1,1,18,63,17,4.863614082336426
random_init,1,1,19,63,18,4.60035514831543
random_init,1,1,20,63,19,2.7753896713256836
random_init,1,1,21,63,20,3.7263457775115967
random_init,1,1,22,63,21,3.258446455001831
random_init,1,1,23,63,22,2.944636821746826
random_init,1,1,24,63,23,2.963463306427002
random_init,1,1,25,63,24,2.75679874420166
random_init,1,1,26,63,25,3.160128593444824
random_init,1,1,27,63,26,3.019853353500366
random_init,1,1,28,63,27,3.008418560028076
random_init,1,1,29,63,28,2.851062297821045
random_init,1,1,30,63,29,3.3920481204986572
random_init,1,1,31,63,30,2.3889060020446777
random_init,1,1,32,63,31,2.8328824043273926
random_init,1,1,33,63,32,3.7671806812286377
random_init,1,1,34,63,33,4.266982078552246
random_init,1,1,35,63,34,2.4986660480499268
random_init,1,1,36,63,35,2.551588296890259
random_init,1,1,37,63,36,3.6636035442352295
random_init,1,1,38,63,37,3.205258369445801
random_init,1,1,39,63,38,2.832672119140625
random_init,1,1,40,63,39,3.0974583625793457
random_init,1,1,41,63,40,2.9098169803619385
random_init,1,1,42,63,41,2.7021803855895996
random_init,1,1,43,63,42,2.4608964920043945
random_init,1,1,44,63,43,3.142338752746582
random_init,1,1,45,63,44,3.4453794956207275
random_init,1,1,46,63,45,2.805192708969116
random_init,1,1,47,63,46,2.8562865257263184
random_init,1,1,48,63,47,3.3702850341796875
random_init,1,1,49,63,48,2.919318199157715
random_init,1,1,50,63,49,2.533437967300415
random_init,1,1,51,63,50,2.5479040145874023
random_init,1,1,52,63,51,2.7708263397216797
random_init,1,1,53,63,52,2.542790412902832
random_init,1,1,54,63,53,2.6334052085876465
random_init,1,1,55,63,54,2.6794168949127197
random_init,1,1,56,63,55,2.35410737991333
random_init,1,1,57,63,56,2.2740025520324707
random_init,1,1,58,63,57,2.5538864135742188
random_init,1,1,59,63,58,2.481869697570801
random_init,1,1,60,63,59,2.4364871978759766
random_init,1,1,61,63,60,2.583423614501953
random_init,1,1,62,63,61,2.487557888031006
random_init,1,1,63,63,62,2.5668177604675293
random_init,1,2,1,63,63,2.2955570220947266
random_init,1,2,2,63,64,2.239868640899658
random_init,1,2,3,63,65,2.4394092559814453
random_init,1,2,4,63,66,2.3720455169677734
random_init,1,2,5,63,67,2.469374179840088
random_init,1,2,6,63,68,2.3530569076538086
random_init,1,2,7,63,69,2.3462345600128174
random_init,1,2,8,63,70,2.678713798522949
random_init,1,2,9,63,71,2.217388153076172
random_init,1,2,10,63,72,2.3190932273864746
random_init,1,2,11,63,73,2.5795106887817383
random_init,1,2,12,63,74,2.3207716941833496
random_init,1,2,13,63,75,2.257040023803711
random_init,1,2,14,63,76,2.470628023147583
random_init,1,2,15,63,77,2.3395819664001465
random_init,1,2,16,63,78,2.297342300415039
random_init,1,2,17,63,79,2.3271942138671875
random_init,1,2,18,63,80,2.3699445724487305
random_init,1,2,19,63,81,2.34624981880188
random_init,1,2,20,63,82,2.1881439685821533
random_init,1,2,21,63,83,2.2819650173187256
random_init,1,2,22,63,84,2.435483932495117
random_init,1,2,23,63,85,2.1711580753326416
random_init,1,2,24,63,86,2.1717658042907715
random_init,1,2,25,63,87,2.51149320602417
random_init,1,2,26,63,88,2.448721408843994
random_init,1,2,27,63,89,2.4930613040924072
random_init,1,2,28,63,90,2.519106149673462
random_init,1,2,29,63,91,2.47499942779541
random_init,1,2,30,63,92,2.293611526489258
random_init,1,2,31,63,93,2.26229190826416
random_init,1,2,32,63,94,2.236783504486084
random_init,1,2,33,63,95,2.3572959899902344
random_init,1,2,34,63,96,2.323796272277832
random_init,1,2,35,63,97,2.153900146484375
random_init,1,2,36,63,98,2.434108257293701
random_init,1,2,37,63,99,2.318452835083008
random_init,1,2,38,63,100,2.33839750289917
random_init,1,2,39,63,101,2.2472710609436035
random_init,1,2,40,63,102,2.1699776649475098
random_init,1,2,41,63,103,2.2384119033813477
random_init,1,2,42,63,104,2.244925022125244
random_init,1,2,43,63,105,2.332716464996338
random_init,1,2,44,63,106,2.2182512283325195
random_init,1,2,45,63,107,2.269683361053467
random_init,1,2,46,63,108,2.2150113582611084
random_init,1,2,47,63,109,2.159311294555664
random_init,1,2,48,63,110,2.176710844039917
random_init,1,2,49,63,111,2.2290902137756348
random_init,1,2,50,63,112,2.045844554901123
random_init,1,2,51,63,113,2.273442268371582
random_init,1,2,52,63,114,2.291477918624878
random_init,1,2,53,63,115,2.0999460220336914
random_init,1,2,54,63,116,2.197638511657715
random_init,1,2,55,63,117,2.271205425262451
random_init,1,2,56,63,118,2.2370119094848633
random_init,1,2,57,63,119,2.221080780029297
random_init,1,2,58,63,120,2.159644603729248
random_init,1,2,59,63,121,2.178218126296997
random_init,1,2,60,63,122,2.038878917694092
random_init,1,2,61,63,123,2.1126086711883545
random_init,1,2,62,63,124,2.260824680328369
random_init,1,2,63,63,125,2.1364054679870605
random_init,1,3,1,63,126,2.179929733276367
random_init,1,3,2,63,127,2.2084414958953857
random_init,1,3,3,63,128,2.283328056335449
random_init,1,3,4,63,129,2.0915637016296387
random_init,1,3,5,63,130,2.238882541656494
random_init,1,3,6,63,131,2.2085654735565186
random_init,1,3,7,63,132,2.20466947555542
random_init,1,3,8,63,133,2.1660451889038086
random_init,1,3,9,63,134,2.1818642616271973
random_init,1,3,10,63,135,2.1974616050720215
random_init,1,3,11,63,136,2.0174989700317383
random_init,1,3,12,63,137,2.1076345443725586
random_init,1,3,13,63,138,2.207221508026123
random_init,1,3,14,63,139,2.3140618801116943
random_init,1,3,15,63,140,2.3075780868530273
random_init,1,3,16,63,141,2.216317653656006
random_init,1,3,17,63,142,2.335702419281006
random_init,1,3,18,63,143,2.088923692703247
random_init,1,3,19,63,144,2.0958540439605713
random_init,1,3,20,63,145,2.185363531112671
random_init,1,3,21,63,146,2.1745548248291016
random_init,1,3,22,63,147,2.184353828430176
random_init,1,3,23,63,148,2.082653760910034
random_init,1,3,24,63,149,2.009822130203247
random_init,1,3,25,63,150,2.1204705238342285
random_init,1,3,26,63,151,2.0541696548461914
random_init,1,3,27,63,152,2.1267905235290527
random_init,1,3,28,63,153,2.0257744789123535
random_init,1,3,29,63,154,2.202878475189209
random_init,1,3,30,63,155,2.145066261291504
random_init,1,3,31,63,156,2.2919087409973145
random_init,1,3,32,63,157,2.1694040298461914
random_init,1,3,33,63,158,2.290060043334961
random_init,1,3,34,63,159,2.218759059906006
random_init,1,3,35,63,160,2.372711658477783
random_init,1,3,36,63,161,2.070490837097168
random_init,1,3,37,63,162,2.2209324836730957
random_init,1,3,38,63,163,2.0929574966430664
random_init,1,3,39,63,164,2.213364362716675
random_init,1,3,40,63,165,2.167715072631836
random_init,1,3,41,63,166,2.1219637393951416
random_init,1,3,42,63,167,2.202845811843872
random_init,1,3,43,63,168,2.1951286792755127
random_init,1,3,44,63,169,2.001955509185791
random_init,1,3,45,63,170,2.3269309997558594
random_init,1,3,46,63,171,1.9717133045196533
random_init,1,3,47,63,172,2.078092098236084
random_init,1,3,48,63,173,2.0935728549957275
random_init,1,3,49,63,174,2.2870607376098633
random_init,1,3,50,63,175,2.159698724746704
random_init,1,3,51,63,176,2.195457696914673
random_init,1,3,52,63,177,1.9592535495758057
random_init,1,3,53,63,178,2.1839823722839355
random_init,1,3,54,63,179,2.285282850265503
