condition,seed,recipe_id,epoch,train_loss,val_loss,train_acc,val_acc,lr
swav,0,probe_recipe_v1,1,2.018498466491699,1.6651541528701783,0.60875,0.878,0.0003
swav,0,probe_recipe_v1,2,1.5248289890289306,1.2142267818450927,0.84375,0.915,0.0003
swav,0,probe_recipe_v1,3,1.1904281644821166,0.9211387615203858,0.86725,0.926,0.0003
swav,0,probe_recipe_v1,4,0.9680674343109131,0.7316265482902526,0.8815,0.933,0.0003
swav,0,probe_recipe_v1,5,0.8252561798095703,0.6050283689498901,0.88325,0.942,0.0003
swav,0,probe_recipe_v1,6,0.7274904937744141,0.5157783465385437,0.88325,0.949,0.0003
swav,0,probe_recipe_v1,7,0.6538030376434326,0.45221350955963135,0.8855,0.95,0.0003
swav,0,probe_recipe_v1,8,0.593080572605133,0.40262647581100464,0.895,0.952,0.0003
swav,0,probe_recipe_v1,9,0.5542102651596069,0.3649034044742584,0.89975,0.954,0.0003
swav,0,probe_recipe_v1,10,0.50609272813797,0.33259365510940553,0.90125,0.959,0.0003
swav,0,probe_recipe_v1,11,0.4947250080108643,0.3079463710784912,0.8985,0.96,0.0003
swav,0,probe_recipe_v1,12,0.46250784587860105,0.2865905182361603,0.90675,0.96,0.0003
swav,0,probe_recipe_v1,13,0.43872512006759645,0.26720633935928345,0.9075,0.961,0.0003
swav,0,probe_recipe_v1,14,0.416680456161499,0.25160522770881655,0.91175,0.965,0.0003
swav,0,probe_recipe_v1,15,0.40551809096336366,0.2386952521800995,0.906,0.966,0.0003
swav,0,probe_recipe_v1,16,0.38867503428459166,0.22678622102737428,0.90725,0.966,0.0003
swav,0,probe_recipe_v1,17,0.37519200444221495,0.21557771801948547,0.91275,0.968,0.0003
swav,0,probe_recipe_v1,18,0.369510338306427,0.2061885530948639,0.9115,0.969,0.0003
swav,0,probe_recipe_v1,19,0.35289267230033877,0.19810775303840636,0.91575,0.969,0.0003
swav,0,probe_recipe_v1,20,0.3412838432788849,0.19039910507202149,0.922,0.969,0.0003
swav,0,probe_recipe_v1,21,0.32887533235549926,0.18318792271614076,0.92325,0.968,0.0003
swav,0,probe_recipe_v1,22,0.3254802370071411,0.17721068954467772,0.92225,0.969,0.0003
swav,0,probe_recipe_v1,23,0.309598477602005,0.17120568680763246,0.9265,0.97,0.0003
swav,0,probe_recipe_v1,24,0.31314870834350583,0.16698371696472167,0.91925,0.973,0.0003
swav,0,probe_recipe_v1,25,0.3000815839767456,0.1608242633342743,0.9285,0.97,0.0003
swav,0,probe_recipe_v1,26,0.3002243762016296,0.15793616151809692,0.92175,0.973,0.0003
swav,0,probe_recipe_v1,27,0.2913341112136841,0.15198136234283446,0.92475,0.97,0.0003
swav,0,probe_recipe_v1,28,0.2896876940727234,0.1480219774246216,0.9265,0.974,0.0003
swav,0,probe_recipe_v1,29,0.28413834404945376,0.1458295226097107,0.92675,0.97,0.0003
swav,0,probe_recipe_v1,30,0.2803346719741821,0.14254806756973268,0.92325,0.972,0.0003
swav,0,probe_recipe_v1,31,0.2650669693946838,0.1384891904592514,0.9345,0.972,0.0003
swav,0,probe_recipe_v1,32,0.2658880950212479,0.13599640655517578,0.93275,0.972,0.0003
swav,0,probe_recipe_v1,33,0.26311369609832763,0.132501247882843,0.9315,0.973,0.0003
swav,0,probe_recipe_v1,34,0.25690334928035735,0.12998948574066163,0.93225,0.973,0.0003
swav,0,probe_recipe_v1,35,0.253658171415329,0.12718131959438325,0.936,0.973,0.0003
swav,0,probe_recipe_v1,36,0.2537779145240784,0.12563631510734558,0.92875,0.97,0.0003
swav,0,probe_recipe_v1,37,0.2507037034034729,0.12419145345687867,0.93275,0.971,0.0003
swav,0,probe_recipe_v1,38,0.2505841944217682,0.12094134283065795,0.93175,0.974,0.0003
swav,0,probe_recipe_v1,39,0.2404187731742859,0.11823113095760346,0.9345,0.973,0.0003
swav,0,probe_recipe_v1,40,0.24655498266220094,0.11684938418865204,0.93275,0.974,0.0003
swav,0,probe_recipe_v1,41,0.23840103590488435,0.11577498984336854,0.93475,0.974,0.0003
swav,0,probe_recipe_v1,42,0.2333413051366806,0.11431617629528046,0.9325,0.974,0.0003
swav,0,probe_recipe_v1,43,0.23116288232803345,0.11138739705085754,0.936,0.975,0.0003
swav,0,probe_recipe_v1,44,0.2336168177127838,0.10980551433563232,0.934,0.973,0.0003
swav,0,probe_recipe_v1,45,0.22817144787311555,0.10869056594371795,0.9355,0.973,0.0003
swav,0,probe_recipe_v1,46,0.22857856345176697,0.10729394483566285,0.933,0.975,0.0003
swav,0,probe_recipe_v1,47,0.21510842657089232,0.104831622838974,0.94375,0.975,0.0003
swav,0,probe_recipe_v1,48,0.23031246852874757,0.10657466053962708,0.93825,0.975,0.0003
swav,0,probe_recipe_v1,49,0.22485217517614364,0.10361285638809205,0.935,0.975,0.0003
swav,0,probe_recipe_v1,50,0.21758180141448974,0.1012425217628479,0.9445,0.976,0.0003
