condition,seed,epoch,batch_index,num_batches,global_step,train_loss
swav,2,1,1,63,0,2.312283754348755
swav,2,1,2,63,1,2.2834432125091553
swav,2,1,3,63,2,2.303295373916626
swav,2,1,4,63,3,2.2833738327026367
swav,2,1,5,63,4,2.2915143966674805
swav,2,1,6,63,5,2.288041114807129
swav,2,1,7,63,6,2.231553077697754
swav,2,1,8,63,7,2.244539260864258
swav,2,1,9,63,8,2.2357635498046875
swav,2,1,10,63,9,2.2522597312927246
swav,2,1,11,63,10,2.190262794494629
swav,2,1,12,63,11,2.2283244132995605
swav,2,1,13,63,12,2.1750950813293457
swav,2,1,14,63,13,2.1616246700286865
swav,2,1,15,63,14,2.1879935264587402
swav,2,1,16,63,15,2.169443130493164
swav,2,1,17,63,16,2.2022407054901123
swav,2,1,18,63,17,2.1496214866638184
swav,2,1,19,63,18,2.1213483810424805
swav,2,1,20,63,19,2.114513874053955
swav,2,1,21,63,20,2.1111972332000732
swav,2,1,22,63,21,2.1069021224975586
swav,2,1,23,63,22,2.1078383922576904
swav,2,1,24,63,23,2.075190305709839
swav,2,1,25,63,24,2.0874922275543213
swav,2,1,26,63,25,2.0904693603515625
swav,2,1,27,63,26,2.091176986694336
swav,2,1,28,63,27,2.0265250205993652
swav,2,1,29,63,28,2.046337604522705
swav,2,1,30,63,29,1.9892314672470093
swav,2,1,31,63,30,2.036224365234375
swav,2,1,32,63,31,2.004178285598755
swav,2,1,33,63,32,2.004270553588867
swav,2,1,34,63,33,1.9840855598449707
swav,2,1,35,63,34,1.9982779026031494
swav,2,1,36,63,35,1.9392964839935303
swav,2,1,37,63,36,1.9631130695343018
swav,2,1,38,63,37,1.915367603302002
swav,2,1,39,63,38,1.9217243194580078
swav,2,1,40,63,39,1.9247605800628662
swav,2,1,41,63,40,1.9611756801605225
swav,2,1,42,63,41,1.9425954818725586
swav,2,1,43,63,42,1.943425178527832
swav,2,1,44,63,43,1.9147975444793701
swav,2,1,45,63,44,1.9166476726531982
swav,2,1,46,63,45,1.8749682903289795
swav,2,1,47,63,46,1.88009774684906
swav,2,1,48,63,47,1.8615530729293823
